Step,Value,a,a
0.000000,0.329096,0.189096,0.189096
0.025000,0.329096,0.189096,0.189096
0.050000,0.329096,0.189096,0.189096
0.075000,0.329096,0.000000,0.000000
0.100000,0.329096,0.000000,0.000000
0.125000,0.329096,0.000000,0.000000
0.150000,0.329096,0.000000,0.000000
0.175000,0.329096,0.000000,0.000000
0.200000,0.329096,0.000000,0.000000
0.225000,0.000000,0.000000,0.000000


